country,iso3c,date,SPI.DIM2.1.INDEX,SPI.DIM2.2.INDEX,SPI.DIM2.4.INDEX,SPI.DIM3.1.INDEX,SPI.DIM3.2.INDEX,SPI.DIM3.3.INDEX,SPI.DIM3.4.INDEX,income,region,population
Switzerland,CHE,2018,1,0.63,1,0.739166667,0.802666667,1,0.6615,High income,Europe & Central Asia,8514329
Netherlands,NLD,2018,1,0.955,1,0.708166667,0.770166667,0.6945,0.561,High income,Europe & Central Asia,17231624
Spain,ESP,2018,1,0.726,1,0.711166667,0.774166667,1,0.5835,High income,Europe & Central Asia,46797754
Mexico,MEX,2018,1,0.788,1,0.912833333,0.9075,1,0.789,Upper middle income,Latin America & Caribbean,126190788
Germany,DEU,2018,1,0.894,1,0.6965,0.747666667,0.75,0.5835,High income,Europe & Central Asia,82905782
Estonia,EST,2018,1,0.818,1,0.746166667,0.7445,0.639,0.561,High income,Europe & Central Asia,1321977
France,FRA,2018,1,0.724,1,0.721333333,0.774166667,1,0.561,High income,Europe & Central Asia,66965912
Canada,CAN,2018,1,0.796,1,0.589166667,0.675,0.5,0.5505,High income,North America,37057765
Denmark,DNK,2018,1,0.961,1,0.6945,0.7305,0.6945,0.561,High income,Europe & Central Asia,5793636
Ireland,IRL,2018,1,0.842,1,0.699166667,0.784,1,0.5835,High income,Europe & Central Asia,4867316
Turkey,TUR,2018,1,0.52,1,0.8255,0.958333333,1,0.7425,Upper middle income,Europe & Central Asia,82319724
Slovak Republic,SVK,2018,1,0.848,1,0.678666667,0.758333333,0.75,0.5835,High income,Europe & Central Asia,5446771
Portugal,PRT,2018,1,0.723,1,0.716166667,0.7465,0.75,0.561,High income,Europe & Central Asia,10283822
Lithuania,LTU,2018,1,0.755,1,0.687666667,0.688833333,0.389,0.561,High income,Europe & Central Asia,2801543
Japan,JPN,2018,1,0.716,1,0.666,0.753666667,1,0.578,High income,East Asia & Pacific,126529100
Czech Republic,CZE,2018,1,0.703,1,0.703333333,0.786,1,0.561,High income,Europe & Central Asia,10629928
Hungary,HUN,2018,1,0.606,1,0.709666667,0.7305,0.6945,0.561,High income,Europe & Central Asia,9775564
"Korea, Rep.",KOR,2018,1,0.802,1,0.721,0.824833333,1,0.491,High income,East Asia & Pacific,51606633
Greece,GRC,2018,1,0.625,1,0.708166667,0.7305,0.75,0.5835,High income,Europe & Central Asia,10732882
Latvia,LVA,2018,1,0.675,1,0.670666667,0.687,0.389,0.561,High income,Europe & Central Asia,1927174
United Kingdom,GBR,2018,1,0.604,1,0.717,0.775333333,1,0.5055,High income,Europe & Central Asia,66460344
New Zealand,NZL,2018,1,0.749,1,0.648333333,0.7305,1,0.5835,High income,East Asia & Pacific,4841000
Bulgaria,BGR,2018,1,0.703,1,0.624666667,0.593,0.8335,0.5055,Upper middle income,Europe & Central Asia,7025037
Armenia,ARM,2018,1,0.549,1,0.8225,0.809666667,0.9445,0.7225,Upper middle income,Europe & Central Asia,2951776
Belgium,BEL,2018,1,0.518,1,0.6775,0.679166667,0.5,0.561,High income,Europe & Central Asia,11427054
Cyprus,CYP,2018,1,0.768,1,0.535666667,0.570833333,0.5835,0.47,High income,Europe & Central Asia,1189265
Chile,CHL,2018,1,0.309,1,0.786666667,0.864833333,1,0.528,High income,Latin America & Caribbean,18729160
Kazakhstan,KAZ,2018,1,0.464,1,0.8335,0.738833333,0.9445,0.7525,Upper middle income,Europe & Central Asia,18276498.5
Luxembourg,LUX,2018,1,0.713,1,0.669333333,0.700666667,0.4445,0.561,High income,Europe & Central Asia,607950
Iceland,ISL,2018,1,0.634,1,0.618166667,0.6335,0.5,0.6335,High income,Europe & Central Asia,352721
Albania,ALB,2018,0.5,0.593,1,0.783,0.661166667,0.9445,0.625,Upper middle income,Europe & Central Asia,2866376
Israel,ISR,2018,1,0.572,1,0.588,0.683333333,0.389,0.561,High income,Middle East & North Africa,8882800
Mauritius,MUS,2018,1,0.586,1,0.581666667,0.677833333,0.6945,0.6415,High income,Sub-Saharan Africa,1265303
Costa Rica,CRI,2018,1,0.594,1,0.7645,0.708333333,0.9445,0.678,Upper middle income,Latin America & Caribbean,4999441
Romania,ROU,2018,1,0.615,1,0.576,0.554166667,0.5835,0.561,High income,Europe & Central Asia,19472545
Mongolia,MNG,2018,0.5,0.9,1,0.872333333,0.6705,0.9445,0.6965,Lower middle income,East Asia & Pacific,3170208
Thailand,THA,2018,1,0.294,1,0.7495,0.7195,0.9445,0.8445,Upper middle income,East Asia & Pacific,69428524
Philippines,PHL,2018,1,0.648,1,0.790333333,0.6695,0.9445,0.7525,Lower middle income,East Asia & Pacific,106651922
Kyrgyz Republic,KGZ,2018,1,0.444,1,0.775333333,0.676333333,0.9445,0.667,Lower middle income,Europe & Central Asia,6322800
Russian Federation,RUS,2018,1,0.51,1,0.562333333,0.584333333,0.8335,0.5505,Upper middle income,Europe & Central Asia,144477860
Moldova,MDA,2018,1,0.827,1,0.6185,0.502833333,0.4445,0.596,Lower middle income,Europe & Central Asia,2706049
Belarus,BLR,2018,1,0.377,1,0.693,0.6605,0.639,0.596,Upper middle income,Europe & Central Asia,9483499
Brazil,BRA,2018,1,0.499,1,0.747666667,0.8305,0.6945,0.697,Upper middle income,Latin America & Caribbean,209469333
Georgia,GEO,2018,1,0.594,1,0.756166667,0.6695,0.9445,0.697,Upper middle income,Europe & Central Asia,3726549
South Africa,ZAF,2018,1,0.565,1,0.793333333,0.7305,0.9445,0.7225,Upper middle income,Sub-Saharan Africa,57779622
Serbia,SRB,2018,0.5,0.521,1,0.783666667,0.616666667,0.9445,0.658,Upper middle income,Europe & Central Asia,6982604
"Egypt, Arab Rep.",EGY,2018,1,0.304,1,0.8335,0.722166667,0.9445,0.7225,Lower middle income,Middle East & North Africa,98423595
Singapore,SGP,2018,1,1,1,0.4495,0.432,0.278,0.5155,High income,East Asia & Pacific,5638676
Malta,MLT,2018,1,0.52,1,0.504666667,0.482,0.278,0.47,High income,Middle East & North Africa,484630
Ecuador,ECU,2018,1,0.632,1,0.810166667,0.75,0.9445,0.6745,Upper middle income,Latin America & Caribbean,17084357
Malaysia,MYS,2018,1,0.521,1,0.758666667,0.689,0.9445,0.6515,Upper middle income,East Asia & Pacific,31528585
Indonesia,IDN,2018,1,0.62,1,0.746,0.738833333,0.9445,0.6515,Upper middle income,East Asia & Pacific,267663435
Sri Lanka,LKA,2018,1,0.431,1,0.705666667,0.616,0.9445,0.6115,Lower middle income,South Asia,21670000
Colombia,COL,2018,1,0.528,1,0.834166667,0.822166667,0.9445,0.808,Upper middle income,Latin America & Caribbean,49661056
West Bank and Gaza,PSE,2018,1,0.597,1,0.619666667,0.467333333,0.9445,0.491,Lower middle income,Middle East & North Africa,4569087
North Macedonia,MKD,2018,1,0.642,1,0.619833333,0.428166667,0.4445,0.547,Upper middle income,Europe & Central Asia,2082958
Ukraine,UKR,2018,1,0.382,0,0.679333333,0.614,0.9445,0.596,Lower middle income,Europe & Central Asia,44622518
Peru,PER,2018,1,0.573,1,0.806833333,0.734333333,0.9445,0.7225,Upper middle income,Latin America & Caribbean,31989256
India,IND,2018,1,0.639,1,0.622666667,0.591666667,0.4445,0.73,Lower middle income,South Asia,1352617328
Uruguay,URY,2018,1,0.517,1,0.6175,0.6335,0.889,0.561,High income,Latin America & Caribbean,3449299
Azerbaijan,AZE,2018,0.5,0.439,1,0.639833333,0.561666667,0.6945,0.5855,Upper middle income,Europe & Central Asia,9939771
El Salvador,SLV,2018,1,0.398,1,0.799333333,0.727833333,0.6945,0.778,Lower middle income,Latin America & Caribbean,6420744
Uganda,UGA,2018,0.5,0.426,1,0.799,0.707333333,0.9445,0.7625,Low income,Sub-Saharan Africa,42723139
Rwanda,RWA,2018,0.5,0.673,1,0.761166667,0.693,0.6945,0.6115,Low income,Sub-Saharan Africa,12301939
Vietnam,VNM,2018,0.5,0.42,1,0.656333333,0.558333333,0.4445,0.5835,Lower middle income,East Asia & Pacific,95540395
Croatia,HRV,2018,1,0.523,0,0.598,0.5875,0.5835,0.47,High income,Europe & Central Asia,4087843
Argentina,ARG,2018,1,0.384,1,0.728166667,0.836166667,0.9445,0.667,Upper middle income,Latin America & Caribbean,44494502
Montenegro,MNE,2018,0.5,0.428,1,0.675666667,0.561166667,0.9445,0.6025,Upper middle income,Europe & Central Asia,622227
Tunisia,TUN,2018,1,0.57,1,0.695333333,0.583333333,0.6945,0.5855,Lower middle income,Middle East & North Africa,11565204
Guatemala,GTM,2018,0.5,0.363,1,0.821666667,0.663833333,0.9445,0.752,Upper middle income,Latin America & Caribbean,16346950
Bolivia,BOL,2018,0.5,0.556,1,0.764166667,0.7045,0.6945,0.6965,Lower middle income,Latin America & Caribbean,11353142
Senegal,SEN,2018,1,0.431,1,0.719833333,0.591666667,0.6945,0.6965,Lower middle income,Sub-Saharan Africa,15854360
Bosnia and Herzegovina,BIH,2018,0.5,0.32,1,0.583166667,0.619333333,0.4445,0.596,Upper middle income,Europe & Central Asia,3323929
Honduras,HND,2018,0.5,0.371,1,0.642166667,0.716666667,0.6945,0.667,Lower middle income,Latin America & Caribbean,9587522
Pakistan,PAK,2018,0.5,0.329,1,0.767666667,0.711166667,0.9445,0.5635,Lower middle income,South Asia,212215030
Myanmar,MMR,2018,0.5,0.512,1,0.755166667,0.641666667,0.9445,0.711,Lower middle income,East Asia & Pacific,53708395
Dominican Republic,DOM,2018,0.5,0.468,1,0.697833333,0.566666667,0.4445,0.808,Upper middle income,Latin America & Caribbean,10627165
Kuwait,KWT,2018,0.5,0.49,1,0.509666667,0.5045,0.528,0.4305,High income,Middle East & North Africa,4137312
Togo,TGO,2018,0.5,0.295,1,0.775166667,0.625333333,0.9445,0.625,Low income,Sub-Saharan Africa,7889094
Ghana,GHA,2018,0.5,0.338,1,0.713833333,0.6295,0.6945,0.5555,Lower middle income,Sub-Saharan Africa,29767108
Morocco,MAR,2018,1,0.652,1,0.693666667,0.5555,0.9445,0.697,Lower middle income,Middle East & North Africa,36029138
Zimbabwe,ZWE,2018,0.5,0.298,1,0.591666667,0.6445,0.6945,0.491,Lower middle income,Sub-Saharan Africa,14439018
Zambia,ZMB,2018,0.5,0.234,1,0.770333333,0.661166667,0.9445,0.596,Lower middle income,Sub-Saharan Africa,17351822
United Arab Emirates,ARE,2018,0.5,0.606,0,0.434333333,0.445833333,0.222,0.4835,High income,Middle East & North Africa,9630959
Saudi Arabia,SAU,2018,0.5,0.322,1,0.392,0.5125,0.5835,0.375,High income,Middle East & North Africa,33699947
Bangladesh,BGD,2018,0.5,0.348,1,0.749666667,0.686,0.6945,0.5635,Lower middle income,South Asia,161356039
Paraguay,PRY,2018,0.5,0.392,1,0.791666667,0.661166667,0.9445,0.8445,Upper middle income,Latin America & Caribbean,6956071
Jordan,JOR,2018,1,0.425,1,0.6765,0.645833333,0.9445,0.6745,Upper middle income,Middle East & North Africa,9956011
Samoa,WSM,2018,0.5,0.405,1,0.570333333,0.522166667,0.9445,0.5555,Upper middle income,East Asia & Pacific,196130
Belize,BLZ,2018,0.5,0.368,1,0.563,0.536,0.4445,0.619,Upper middle income,Latin America & Caribbean,383071
Fiji,FJI,2018,0.5,0.285,1,0.523333333,0.502833333,0.6945,0.6115,Upper middle income,East Asia & Pacific,883483
Tanzania,TZA,2018,0.5,0.321,1,0.756333333,0.681333333,0.9445,0.625,Lower middle income,Sub-Saharan Africa,56318348
Panama,PAN,2018,0.5,0.384,1,0.7025,0.665333333,0.6945,0.548,High income,Latin America & Caribbean,4176873
Oman,OMN,2018,0.5,0.832,0,0.536666667,0.3835,0.3335,0.4565,High income,Middle East & North Africa,4829483
Cameroon,CMR,2018,0.5,0.347,1,0.753833333,0.707333333,0.9445,0.736,Lower middle income,Sub-Saharan Africa,25216237
Cote d'Ivoire,CIV,2018,0.5,0.297,1,0.7555,0.620833333,0.6945,0.7225,Lower middle income,Sub-Saharan Africa,25069229
"Iran, Islamic Rep.",IRN,2018,0.5,0.294,1,0.5725,0.5305,0.4445,0.474,Upper middle income,Middle East & North Africa,81800269
Niger,NER,2018,0.5,0.359,1,0.673833333,0.5165,0.9445,0.5635,Low income,Sub-Saharan Africa,22442948
Cambodia,KHM,2018,0.5,0.276,1,0.6805,0.641666667,0.6945,0.697,Lower middle income,East Asia & Pacific,16249798
Botswana,BWA,2018,0.5,0.497,1,0.634666667,0.6265,0.9445,0.5555,Upper middle income,Sub-Saharan Africa,2254126
Lesotho,LSO,2018,0.5,0.398,1,0.599,0.494333333,0.4445,0.7225,Lower middle income,Sub-Saharan Africa,2108132
China,CHN,2018,1,0.392,0,0.613,0.640333333,0.6945,0.38,Upper middle income,East Asia & Pacific,1392730000
Tajikistan,TJK,2018,0.5,0.441,0,0.6735,0.525666667,0.9445,0.6,Low income,Europe & Central Asia,9100837
Jamaica,JAM,2018,0.5,0.712,1,0.594833333,0.535166667,0.4445,0.667,Upper middle income,Latin America & Caribbean,2934855
Angola,AGO,2018,0.5,0.219,1,0.7045,0.659333333,0.9445,0.5635,Lower middle income,Sub-Saharan Africa,30809762
Kenya,KEN,2018,0.5,0.314,1,0.7665,0.570833333,0.6945,0.778,Lower middle income,Sub-Saharan Africa,51393010
Mozambique,MOZ,2018,0.5,0.229,1,0.701833333,0.597333333,0.9445,0.6965,Low income,Sub-Saharan Africa,29495962
Mali,MLI,2018,0.5,0.393,1,0.7045,0.573166667,0.639,0.658,Low income,Sub-Saharan Africa,19077690
Cabo Verde,CPV,2018,0.5,0.28,1,0.595833333,0.588833333,0.6945,0.474,Lower middle income,Sub-Saharan Africa,543767
Burundi,BDI,2018,0.5,0.351,1,0.7515,0.627333333,0.9445,0.73,Low income,Sub-Saharan Africa,11175378
Nepal,NPL,2018,0.5,0.34,1,0.755833333,0.574,0.9445,0.641,Lower middle income,South Asia,28087871
Malawi,MWI,2018,0.5,0.337,1,0.706,0.5605,0.9445,0.7225,Low income,Sub-Saharan Africa,18143315
Eswatini,SWZ,2018,0.5,0.173,1,0.687666667,0.612166667,0.9445,0.5295,Lower middle income,Sub-Saharan Africa,1136191
Burkina Faso,BFA,2018,0.5,0.287,1,0.673833333,0.612833333,0.9445,0.5135,Low income,Sub-Saharan Africa,19751535
Ethiopia,ETH,2018,0.5,0.299,1,0.7815,0.603333333,0.9445,0.6115,Low income,Sub-Saharan Africa,109224559
Sierra Leone,SLE,2018,0.5,0.457,1,0.699833333,0.549166667,0.6945,0.6965,Low income,Sub-Saharan Africa,7650154
Bahrain,BHR,2018,0.5,0.428,1,0.403666667,0.49,0.278,0.376,High income,Middle East & North Africa,1569439
Algeria,DZA,2018,0.5,0.304,1,0.460166667,0.561166667,0.4445,0.5855,Lower middle income,Middle East & North Africa,42228429
Suriname,SUR,2018,0.5,0.373,1,0.490166667,0.432333333,0.4445,0.548,Upper middle income,Latin America & Caribbean,575987
"Bahamas, The",BHS,2018,0.5,0.319,1,0.279,0.409833333,0.278,0.4445,High income,Latin America & Caribbean,385640
Qatar,QAT,2018,0.5,0.359,0,0.429833333,0.5015,0.528,0.4705,High income,Middle East & North Africa,2781677
Bhutan,BTN,2018,0.5,0.277,1,0.7145,0.594666667,0.9445,0.5855,Lower middle income,South Asia,754394
Namibia,NAM,2018,0.5,0.392,1,0.564333333,0.672333333,0.9445,0.5695,Upper middle income,Sub-Saharan Africa,2448255
Timor-Leste,TLS,2018,0.5,0.247,1,0.649166667,0.4805,0.6945,0.7525,Lower middle income,East Asia & Pacific,1267972
Uzbekistan,UZB,2018,0,0.18,1,0.528,0.4945,0.4445,0.4845,Lower middle income,Europe & Central Asia,32956100
St. Lucia,LCA,2018,0.5,0.178,1,0.4745,0.445333333,0.4445,0.5075,Upper middle income,Latin America & Caribbean,181889
Maldives,MDV,2018,0.5,0.396,0,0.721,0.5195,0.889,0.5635,Upper middle income,South Asia,515696
Madagascar,MDG,2018,0.5,0.189,1,0.6355,0.5815,0.6945,0.6115,Low income,Sub-Saharan Africa,26262368
Benin,BEN,2018,0.5,0.249,1,0.671166667,0.522166667,0.389,0.7135,Lower middle income,Sub-Saharan Africa,11485048
Afghanistan,AFG,2018,0.5,0.297,1,0.693,0.6125,0.9445,0.639,Low income,South Asia,37172386
Nigeria,NGA,2018,0.5,0.372,1,0.591833333,0.491666667,0.4445,0.6945,Lower middle income,Sub-Saharan Africa,195874740
Sao Tome and Principe,STP,2018,0.5,0.242,1,0.5105,0.384166667,0.4445,0.6415,Lower middle income,Sub-Saharan Africa,211028
Nicaragua,NIC,2018,0.5,0.301,1,0.473666667,0.4815,0.4445,0.667,Lower middle income,Latin America & Caribbean,6465513
Lao PDR,LAO,2018,0,0.199,1,0.607,0.459666667,0.4445,0.667,Lower middle income,East Asia & Pacific,7061507
"Gambia, The",GMB,2018,0.5,0.356,1,0.709833333,0.531,0.889,0.5635,Low income,Sub-Saharan Africa,2280102
Trinidad and Tobago,TTO,2018,0.5,0.318,1,0.377166667,0.437166667,0.5835,0.512,High income,Latin America & Caribbean,1389858
Seychelles,SYC,2018,1,0.394,0,0.4675,0.494333333,0.6945,0.5135,High income,Sub-Saharan Africa,96762
Liberia,LBR,2018,0.5,0.365,0,0.568833333,0.559166667,0.6945,0.472,Low income,Sub-Saharan Africa,4818977
Mauritania,MRT,2018,0.5,0.374,1,0.621,0.402666667,0.4445,0.528,Lower middle income,Sub-Saharan Africa,4403319
Lebanon,LBN,2018,0.5,0.378,1,0.5815,0.458333333,0.9445,0.4885,Upper middle income,Middle East & North Africa,6848925
"Venezuela, RB",VEN,2018,0.5,0.297,1,0.504666667,0.503333333,0.6945,0.5835,Upper middle income,Latin America & Caribbean,28870195
Haiti,HTI,2018,0.5,0.09,1,0.541333333,0.436,0.4445,0.6805,Low income,Latin America & Caribbean,11123176
St. Vincent and the Grenadines,VCT,2018,0.5,0.38,1,0.437333333,0.420333333,0.6945,0.5295,Upper middle income,Latin America & Caribbean,110210
Sudan,SDN,2018,0.5,0.238,1,0.634833333,0.5235,0.9445,0.6025,Low income,Sub-Saharan Africa,41801533
Solomon Islands,SLB,2018,0.5,0.313,1,0.515166667,0.431,0.6945,0.707,Lower middle income,East Asia & Pacific,652858
Guyana,GUY,2018,0.5,0.223,1,0.553666667,0.477666667,0.3335,0.6555,Upper middle income,Latin America & Caribbean,779004
Guinea-Bissau,GNB,2018,0.5,0.318,1,0.492,0.473,0.639,0.472,Low income,Sub-Saharan Africa,1874309
Papua New Guinea,PNG,2018,0.5,0.158,1,0.472166667,0.4685,0.6945,0.5695,Lower middle income,East Asia & Pacific,8606316
"Congo, Dem. Rep.",COD,2018,0.5,0.288,1,0.545666667,0.470333333,0.4445,0.528,Low income,Sub-Saharan Africa,84068091
Guinea,GIN,2018,0.5,0.342,1,0.5705,0.464666667,0.6945,0.6745,Low income,Sub-Saharan Africa,12414318
Vanuatu,VUT,2018,0.5,0.274,1,0.422,0.4315,0.6945,0.458,Lower middle income,East Asia & Pacific,292680
"Yemen, Rep.",YEM,2018,0.5,0.266,0,0.431666667,0.454833333,0.4445,0.38,Low income,Middle East & North Africa,28498687
Djibouti,DJI,2018,0.5,0.311,1,0.4085,0.379333333,0.4445,0.452,Lower middle income,Middle East & North Africa,958920
"Congo, Rep.",COG,2018,0.5,0.338,0,0.523,0.445666667,0.4445,0.5075,Lower middle income,Sub-Saharan Africa,5244363
Iraq,IRQ,2018,0.5,0.25,0,0.580833333,0.567666667,0.9445,0.4365,Upper middle income,Middle East & North Africa,38433600
Chad,TCD,2018,0.5,0.046,0,0.603,0.4735,0.4445,0.526,Low income,Sub-Saharan Africa,15477751
Gabon,GAB,2018,0.5,0.212,0,0.407666667,0.417666667,0.389,0.4025,Upper middle income,Sub-Saharan Africa,2119275
Syrian Arab Republic,SYR,2018,0.5,0.245,0,0.278166667,0.423833333,0.4445,0.311,Low income,Middle East & North Africa,16906283
South Sudan,SSD,2018,0,0.253,0,0.442166667,0.4615,0.6945,0.2735,Low income,Sub-Saharan Africa,10975920
"Micronesia, Fed. Sts.",FSM,2018,0.5,0.269,0,0.401833333,0.4665,0.6945,0.2895,Lower middle income,East Asia & Pacific,112640
Kiribati,KIR,2018,0.5,0.273,0,0.388666667,0.4845,0.639,0.4165,Lower middle income,East Asia & Pacific,115847
Libya,LBY,2018,0.5,0.119,0,0.385166667,0.363833333,0.4445,0.2915,Upper middle income,Middle East & North Africa,6678567
Turkmenistan,TKM,2018,0,0.019,0,0.401666667,0.406833333,0.4445,0.4115,Upper middle income,Europe & Central Asia,5850908
Marshall Islands,MHL,2018,0.5,0.223,0,0.439,0.420333333,0.639,0.3205,Upper middle income,East Asia & Pacific,58413
Somalia,SOM,2018,0,0.081,1,0.365166667,0.458833333,0.9445,0.2445,Low income,Sub-Saharan Africa,15008154
American Samoa,ASM,2018,0,,,0.115333333,0.154666667,0.5835,0.1495,Upper middle income,East Asia & Pacific,55465
Andorra,AND,2018,0,,,0.241333333,0.228666667,0.3335,0.3445,High income,Europe & Central Asia,77006
Antigua and Barbuda,ATG,2018,0.5,,0,0.484,0.550833333,0.639,0.422,High income,Latin America & Caribbean,96286
Aruba,ABW,2018,0.5,,,0.118,0.207333333,0.278,0.222,High income,Latin America & Caribbean,105845
Barbados,BRB,2018,0.5,,0,0.424,0.527833333,0.778,0.4005,High income,Latin America & Caribbean,286641
Bermuda,BMU,2018,0,,,0.14,0.129333333,0.278,0.211,High income,North America,63920
British Virgin Islands,VGB,2018,0,,,0.096,0.194166667,0.278,0.107,High income,Latin America & Caribbean,29802
Brunei Darussalam,BRN,2018,0.5,,0,0.329833333,0.5055,0.3335,0.365,High income,East Asia & Pacific,428962
Cayman Islands,CYM,2018,0,,,0.080833333,0.206333333,0.278,0.2445,High income,Latin America & Caribbean,64174
Central African Republic,CAF,2018,0.5,,0,0.485666667,0.452333333,0.6945,0.359,Low income,Sub-Saharan Africa,4666377
Channel Islands,CHI,2018,0,,,,,,,High income,Europe & Central Asia,170499
Comoros,COM,2018,0.5,,0,0.4715,0.5305,0.9445,0.4185,Lower middle income,Sub-Saharan Africa,832322
Cuba,CUB,2018,0,0.306,,0.536833333,0.451,0.4445,0.5335,Upper middle income,Latin America & Caribbean,11338138
Curacao,CUW,2018,0,,,0.063833333,0.281833333,0.278,0.107,High income,Latin America & Caribbean,159800
Dominica,DMA,2018,0.5,,0,0.436666667,0.420333333,0.639,0.5075,Upper middle income,Latin America & Caribbean,71625
Equatorial Guinea,GNQ,2018,0,,1,0.393166667,0.479333333,0.6945,0.3195,Upper middle income,Sub-Saharan Africa,1308974
Eritrea,ERI,2018,0,,0,0.3765,0.392333333,0.4445,0.2445,Low income,Sub-Saharan Africa,
Faroe Islands,FRO,2018,0,,,0.056166667,0.085166667,0.278,0.1555,High income,Europe & Central Asia,48497
French Polynesia,PYF,2018,0,,,0.036,0.175333333,0.3335,0.143,High income,East Asia & Pacific,277679
